Facility GHGRP ID No. / Installation No d'identification du PDGES,Reference Year / Année de référence,Facility Name / Nom de l'installation,Facility Province or Territory / Province ou territoire de l'installation,English Facility NAICS Code Description / Description du code SCIAN de l'installation en anglais,Emission Source / Source d'emission,CO2 (tonnes),Total Emissions from Source (tonnes CO2e) / Émissions totales de la Source (tonnes éq. CO2),Total Facility Emissions (tonnes CO2e) / Émissions totales de l'installation (tonnes éq. CO2)
G12314,2023,HHR Karr 01-16-065-03W6,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,10054.2,11468.76,72833.25
G12314,2023,HHR Karr 01-16-065-03W6,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,1.37,1097.57,72833.25
G12314,2023,HHR Karr 01-16-065-03W6,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,55587.04,60266.92,72833.25
G12315,2023,Hemlock Knoll Landfill,New Brunswick,Waste Treatment and Disposal,Flaring / Torchage,0,4.2,76001.898
G12315,2023,Hemlock Knoll Landfill,New Brunswick,Waste Treatment and Disposal,On-site Transportation / Transport sur le site,229,229.698,76001.898
G12315,2023,Hemlock Knoll Landfill,New Brunswick,Waste Treatment and Disposal,Waste / Déchets,0,75768,76001.898
G12316,2023,Crane Mountain,New Brunswick,Waste Treatment and Disposal,Flaring / Torchage,0,3.92,75781.898
G12316,2023,Crane Mountain,New Brunswick,Waste Treatment and Disposal,Stationary Fuel Combustion / Combustion stationnaire de combustibles,0,0.28,75781.898
G12316,2023,Crane Mountain,New Brunswick,Waste Treatment and Disposal,On-site Transportation / Transport sur le site,233,233.698,75781.898
G12316,2023,Crane Mountain,New Brunswick,Waste Treatment and Disposal,Waste / Déchets,0,75544,75781.898
G12317,2023,TOWN C-72-A Gas Plant,British Columbia,Oil and gas extraction (except oil sands),Flaring / Torchage,3669.6386,4138.1558,62837.5563
G12317,2023,TOWN C-72-A Gas Plant,British Columbia,Oil and gas extraction (except oil sands),Leakage / Fuites,0.0959,400.2607,62837.5563
G12317,2023,TOWN C-72-A Gas Plant,British Columbia,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,56193.8765,58087.4956,62837.5563
G12317,2023,TOWN C-72-A Gas Plant,British Columbia,Oil and gas extraction (except oil sands),Venting / Évacuation,0.0482,211.6442,62837.5563
G12318,2023,Ansell MWB 03-06-049-18W5,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,0.4562,0.51696,21235.09945
G12318,2023,Ansell MWB 03-06-049-18W5,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,1344.20536,1352.70461,21235.09945
G12318,2023,Ansell MWB 03-06-049-18W5,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.11444,19881.87788,21235.09945
G12319,2023,HHR Gold Creek 09-03-068-04W6,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,3228.96,3681.44,42766.18
G12319,2023,HHR Gold Creek 09-03-068-04W6,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,4.97,2985.29,42766.18
G12319,2023,HHR Gold Creek 09-03-068-04W6,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,33201.03,36004.09,42766.18
G12319,2023,HHR Gold Creek 09-03-068-04W6,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.16,95.36,42766.18
G12322,2023,Montney Sour Gas Plant C-011-K/094-A-12,British Columbia,Oil and gas extraction (except oil sands),Flaring / Torchage,11666.88742,12779.18418,121175.5481
G12322,2023,Montney Sour Gas Plant C-011-K/094-A-12,British Columbia,Oil and gas extraction (except oil sands),Leakage / Fuites,0.86956,4815.27916,121175.5481
G12322,2023,Montney Sour Gas Plant C-011-K/094-A-12,British Columbia,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,92955.91707,102253.1672,121175.5481
G12322,2023,Montney Sour Gas Plant C-011-K/094-A-12,British Columbia,Oil and gas extraction (except oil sands),Venting / Évacuation,1209.07628,1327.91752,121175.5481
G12323,2023,HHR GGS 11-12-068-04W6,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,3561.02,4056.9,51408.46
G12323,2023,HHR GGS 11-12-068-04W6,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,4.26,2382.02,51408.46
G12323,2023,HHR GGS 11-12-068-04W6,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,38793.28,42054.84,51408.46
G12323,2023,HHR GGS 11-12-068-04W6,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,5.22,2914.7,51408.46
G12324,2023,Cogerno Regional Landfill,New Brunswick,Waste Treatment and Disposal,Flaring / Torchage,0,1.96,45587.894
G12324,2023,Cogerno Regional Landfill,New Brunswick,Waste Treatment and Disposal,Stationary Fuel Combustion / Combustion stationnaire de combustibles,0,2.18,45587.894
G12324,2023,Cogerno Regional Landfill,New Brunswick,Waste Treatment and Disposal,On-site Transportation / Transport sur le site,279,279.754,45587.894
G12324,2023,Cogerno Regional Landfill,New Brunswick,Waste Treatment and Disposal,Waste / Déchets,0,45304,45587.894
G12325,2023,TAQA - Sunchild 01-04-044-11W5M Facility,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,3647.05,3779.86,52027.24
G12325,2023,TAQA - Sunchild 01-04-044-11W5M Facility,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.11,180.71,52027.24
G12325,2023,TAQA - Sunchild 01-04-044-11W5M Facility,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,42745.25,46324.23,52027.24
G12325,2023,TAQA - Sunchild 01-04-044-11W5M Facility,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0,1742.44,52027.24
G12326,2023,Red Pine Landfill,New Brunswick,Waste Treatment and Disposal,Stationary Fuel Combustion / Combustion stationnaire de combustibles,60.34,1136.77,68043.93
G12326,2023,Red Pine Landfill,New Brunswick,Waste Treatment and Disposal,On-site Transportation / Transport sur le site,663.4,668.91,68043.93
G12326,2023,Red Pine Landfill,New Brunswick,Waste Treatment and Disposal,Waste / Déchets,0,66238.25,68043.93
G12327,2023,Resthaven 03-16-060-02W6 Gas Plant,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,3726.432,4236.3323,46469.835
G12327,2023,Resthaven 03-16-060-02W6 Gas Plant,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,2.8458,2061.4114,46469.835
G12327,2023,Resthaven 03-16-060-02W6 Gas Plant,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,36415.8966,39439.7527,46469.835
G12327,2023,Resthaven 03-16-060-02W6 Gas Plant,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,1.0066,732.3386,46469.835
G12328,2023,Provost Veteran Oil Battery 15-20-034-08W4,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,287.6341,326.07592,20983.11003
G12328,2023,Provost Veteran Oil Battery 15-20-034-08W4,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,17307.14454,20087.89875,20983.11003
G12328,2023,Provost Veteran Oil Battery 15-20-034-08W4,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,3.68124,569.13536,20983.11003
G12329,2023,"NGTL, British Columbia System",British Columbia,Pipeline Transportation of Natural Gas,Leakage / Fuites,0.22265,961.50185,172588.1638
G12329,2023,"NGTL, British Columbia System",British Columbia,Pipeline Transportation of Natural Gas,Stationary Fuel Combustion / Combustion stationnaire de combustibles,156921.5402,162260.9623,172588.1638
G12329,2023,"NGTL, British Columbia System",British Columbia,Pipeline Transportation of Natural Gas,Venting / Évacuation,1.97491,9365.69963,172588.1638
G12331,2023,Duvernay Sweetening Plant,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,12825.8011,13090.16406,31017.98551
G12331,2023,Duvernay Sweetening Plant,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.505336,540.3926,31017.98551
G12331,2023,Duvernay Sweetening Plant,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,16664.83264,16754.35703,31017.98551
G12331,2023,Duvernay Sweetening Plant,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.460983,633.071815,31017.98551
G12332,2023,Kakwa 04-26-061-05W6 Compressor,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,1726.416,1962.655,47180.7441
G12332,2023,Kakwa 04-26-061-05W6 Compressor,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.0631,50.8523,47180.7441
G12332,2023,Kakwa 04-26-061-05W6 Compressor,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,41317.8826,44723.9725,47180.7441
G12332,2023,Kakwa 04-26-061-05W6 Compressor,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.5451,443.2643,47180.7441
G12333,2023,Highway 101 Landfill,Nova Scotia,Waste Treatment and Disposal,Waste / Déchets,0,33322.8,33322.8
G12334,2023,OTTAWA VALLEY WASTE RECOVERY CENTRE,Ontario,Waste Treatment and Disposal,Stationary Fuel Combustion / Combustion stationnaire de combustibles,171.9402,175.25095,30345.6817
G12334,2023,OTTAWA VALLEY WASTE RECOVERY CENTRE,Ontario,Waste Treatment and Disposal,On-site Transportation / Transport sur le site,266.1244,268.723649,30345.6817
G12334,2023,OTTAWA VALLEY WASTE RECOVERY CENTRE,Ontario,Waste Treatment and Disposal,Waste / Déchets,0,29901.7071,30345.6817
G12335,2023,PWE Pouce Coupe 1-19 GGS,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,900.07,932.12,30738.24
G12335,2023,PWE Pouce Coupe 1-19 GGS,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.1,161.38,30738.24
G12335,2023,PWE Pouce Coupe 1-19 GGS,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,27026.6,29290.82,30738.24
G12335,2023,PWE Pouce Coupe 1-19 GGS,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0,353.92,30738.24
G12336,2023,Thackeray Landfill,Ontario,Waste Treatment and Disposal,Venting / Évacuation,0,33973.0972,33973.0972
G12338,2023,Aphria Diamond,Ontario,Other Food Crops Grown Under Cover,Stationary Fuel Combustion / Combustion stationnaire de combustibles,22383.01,22507.75,22507.75
G12339,2023,Pipestone South Gas Battery 14-17,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,1618.5976,1834.92668,62069.10842
G12339,2023,Pipestone South Gas Battery 14-17,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.00711,30.54027,62069.10842
G12339,2023,Pipestone South Gas Battery 14-17,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,42473.45657,60175.19574,62069.10842
G12339,2023,Pipestone South Gas Battery 14-17,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.01761,28.44573,62069.10842
G12340,2023,AG20 ABGP0001220 NEVIS 12-07 GP,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,0,5.6,22565.4
G12340,2023,AG20 ABGP0001220 NEVIS 12-07 GP,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0,112,22565.4
G12340,2023,AG20 ABGP0001220 NEVIS 12-07 GP,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,20216.8,22310.6,22565.4
G12340,2023,AG20 ABGP0001220 NEVIS 12-07 GP,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0,137.2,22565.4
G12342,2023,Pipestone Compressor Station 08-15-070-08W6,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,1781.136,2024.8589,62171.71491
G12342,2023,Pipestone Compressor Station 08-15-070-08W6,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,55480.329,60125.91416,62171.71491
G12342,2023,Pipestone Compressor Station 08-15-070-08W6,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.01297,20.94185,62171.71491
G12344,2023,Gundy A-021-I/094-B-09 Compressor,British Columbia,Oil and gas extraction (except oil sands),Flaring / Torchage,5015.256163,5662.571693,46870.74963
G12344,2023,Gundy A-021-I/094-B-09 Compressor,British Columbia,Oil and gas extraction (except oil sands),Leakage / Fuites,0.068775,387.930151,46870.74963
G12344,2023,Gundy A-021-I/094-B-09 Compressor,British Columbia,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,37049.79229,40820.24778,46870.74963
G12346,2023,AG20 ABBT0118889 IRRICANA 10-22 BTY,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0,44.8,23834.2
G12346,2023,AG20 ABBT0118889 IRRICANA 10-22 BTY,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,20974.7,23167.8,23834.2
G12346,2023,AG20 ABBT0118889 IRRICANA 10-22 BTY,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0,621.6,23834.2
G12349,2023,Ante Creek Sweet Gas Plant 10-36,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,422.29119,476.98833,28238.36756
G12349,2023,Ante Creek Sweet Gas Plant 10-36,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.55642,475.08978,28238.36756
G12349,2023,Ante Creek Sweet Gas Plant 10-36,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,23205.97006,27174.25116,28238.36756
G12349,2023,Ante Creek Sweet Gas Plant 10-36,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.06937,112.03829,28238.36756
G12351,2023,AG20 ABBT0111618 LONE PINE 11-32 BTY,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0,14,17410.7
G12351,2023,AG20 ABBT0111618 LONE PINE 11-32 BTY,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,14685.4,16215.1,17410.7
G12351,2023,AG20 ABBT0111618 LONE PINE 11-32 BTY,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0,1181.6,17410.7
G12352,2023,Shell Canada Limited CS 12-28,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,10.9191,12.62763,18474.36943
G12352,2023,Shell Canada Limited CS 12-28,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.1428,233.4192,18474.36943
G12352,2023,Shell Canada Limited CS 12-28,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,16830.6401,18228.3226,18474.36943
G12354,2023,Ridley Island Propane Export Terminal,British Columbia,Oil and gas extraction (except oil sands),Flaring / Torchage,29091.99866,29443.58099,60088.2781
G12354,2023,Ridley Island Propane Export Terminal,British Columbia,Oil and gas extraction (except oil sands),Leakage / Fuites,0.00065,0.82693,60088.2781
G12354,2023,Ridley Island Propane Export Terminal,British Columbia,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,30502.16131,30643.87018,60088.2781
G12356,2023,Linamar Gear,Ontario,Motor Vehicle Transmission and Power Train Parts Manufacturing,Stationary Fuel Combustion / Combustion stationnaire de combustibles,22195.89,22306.174,23234.15217
G12356,2023,Linamar Gear,Ontario,Motor Vehicle Transmission and Power Train Parts Manufacturing,On-site Transportation / Transport sur le site,903.54,927.97817,23234.15217
G12357,2023,HHR Gold Creek 03-10-068-04W6,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,148.08,168.52,17877.5
G12357,2023,HHR Gold Creek 03-10-068-04W6,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.01,5.33,17877.5
G12357,2023,HHR Gold Creek 03-10-068-04W6,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,16340.75,17703.65,17877.5
G12359,2023,Suncor Energy Inc CS 14-03,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,5.1384,5.942215,18069.8566
G12359,2023,Suncor Energy Inc CS 14-03,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,16706.66839,18063.91438,18069.8566
G12361,2023,AG20 ABBT0097122 FOSTER 08-28 BTY,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,14671.3,16206.6,16943
G12361,2023,AG20 ABBT0097122 FOSTER 08-28 BTY,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0,736.4,16943
G12362,2023,AG20 ABGS0121501 ACME 16-07 GGS,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0,22.4,10579.5
G12362,2023,AG20 ABGS0121501 ACME 16-07 GGS,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,9035.6,9980.3,10579.5
G12362,2023,AG20 ABGS0121501 ACME 16-07 GGS,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0,576.8,10579.5
G12363,2023,AG20 ABBT0141226 ENTICE 01-22 BTY,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0,72.8,30339.3
G12363,2023,AG20 ABBT0141226 ENTICE 01-22 BTY,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,23706.9,26206.5,30339.3
G12363,2023,AG20 ABBT0141226 ENTICE 01-22 BTY,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0,4060,30339.3
G12364,2023,Willesden Green Sweet Gas Plant 13-27,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,775.2,881.2696,15725.9495
G12364,2023,Willesden Green Sweet Gas Plant 13-27,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.1028,75.798,15725.9495
G12364,2023,Willesden Green Sweet Gas Plant 13-27,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,9607.829,10400.4942,15725.9495
G12364,2023,Willesden Green Sweet Gas Plant 13-27,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,13.2845,4368.3877,15725.9495
G12366,2023,TQM Pipeline,Quebec,Pipeline Transportation of Crude Oil,Leakage / Fuites,0.76519,1351.94411,19193.17923
G12366,2023,TQM Pipeline,Quebec,Pipeline Transportation of Crude Oil,Stationary Fuel Combustion / Combustion stationnaire de combustibles,11433.72806,11824.8371,19193.17923
G12366,2023,TQM Pipeline,Quebec,Pipeline Transportation of Crude Oil,Venting / Évacuation,3.26446,6016.39802,19193.17923
G12367,2023,Pouce Coupe 14-27,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,544.7907,615.5653,14821.6339
G12367,2023,Pouce Coupe 14-27,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.0896,27.8068,14821.6339
G12367,2023,Pouce Coupe 14-27,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,11340.338,13216.6687,14821.6339
G12367,2023,Pouce Coupe 14-27,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.5995,961.5931,14821.6339
G12368,2023,"WestPine MDF, a division of West Fraser Mills Ltd.",British Columbia,Particle Board and Fibreboard Mills,Stationary Fuel Combustion / Combustion stationnaire de combustibles,14862.1015,15723.36019,16279.25874
G12368,2023,"WestPine MDF, a division of West Fraser Mills Ltd.",British Columbia,Particle Board and Fibreboard Mills,On-site Transportation / Transport sur le site,550.3707,555.89855,16279.25874
G12369,2023,Sensei Farms Leamington ULC,Ontario,Other Food Crops Grown Under Cover,Stationary Fuel Combustion / Combustion stationnaire de combustibles,10092.83,10201.9666,10201.9666
G12370,2023,Placid 07-11-060-23W5 Sour Facility,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,806.4519,930.6417,33501.2987
G12370,2023,Placid 07-11-060-23W5 Sour Facility,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.1305,57.9253,33501.2987
G12370,2023,Placid 07-11-060-23W5 Sour Facility,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,26853.9579,32512.7317,33501.2987
G12371,2023,AG20 ABGS0003808 FENN BV 12-15 GGS,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0,22.4,13870.2
G12371,2023,AG20 ABGS0003808 FENN BV 12-15 GGS,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,10836.7,11941,13870.2
G12371,2023,AG20 ABGS0003808 FENN BV 12-15 GGS,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0,1906.8,13870.2
G12373,2023,MURPHY SIMONETTE 03-02,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,7047.252,8011.5652,8889.9424
G12373,2023,MURPHY SIMONETTE 03-02,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.1004,155.1924,8889.9424
G12373,2023,MURPHY SIMONETTE 03-02,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,434.079,531.6464,8889.9424
G12373,2023,MURPHY SIMONETTE 03-02,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.22,191.5384,8889.9424
G12374,2023,2492309 Ontario Ltd,Ontario,Other Food Crops Grown Under Cover,Stationary Fuel Combustion / Combustion stationnaire de combustibles,23386.53,23513.08,23541.12
G12374,2023,2492309 Ontario Ltd,Ontario,Other Food Crops Grown Under Cover,On-site Transportation / Transport sur le site,27.76,28.04,23541.12
G12376,2023,Mancal Alder 06-19-045-06W5 Gas Plant,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,290.5504,350.42679,13148.65932
G12376,2023,Mancal Alder 06-19-045-06W5 Gas Plant,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.01725,27.86129,13148.65932
G12376,2023,Mancal Alder 06-19-045-06W5 Gas Plant,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,11465.17865,12585.06413,13148.65932
G12376,2023,Mancal Alder 06-19-045-06W5 Gas Plant,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.11651,185.30711,13148.65932
G12377,2023,Encal Wilson Creek 6-18,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,749.13,776.42,10727.51
G12377,2023,Encal Wilson Creek 6-18,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,9115.66,9877.73,10727.51
G12377,2023,Encal Wilson Creek 6-18,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0,73.36,10727.51
G12378,2023,Mancal Wilson 04-14-044-05W5 Oil Battery,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,599.4468,679.56369,11671.84048
G12378,2023,Mancal Wilson 04-14-044-05W5 Oil Battery,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.07427,114.05611,11671.84048
G12378,2023,Mancal Wilson 04-14-044-05W5 Oil Battery,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,8127.05367,10109.84338,11671.84048
G12378,2023,Mancal Wilson 04-14-044-05W5 Oil Battery,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,3.48506,768.3773,11671.84048
G12380,2023,6-21-38-20W4M,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,2862.97102,3108.077608,16092.86285
G12380,2023,6-21-38-20W4M,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,10373.2499,11251.3072,16092.86285
G12380,2023,6-21-38-20W4M,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.540993,1733.478045,16092.86285
G12382,2023,Kakwa Gas Processing 01-35-060-05W6,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,5657.592,6431.7563,41768.5053
G12382,2023,Kakwa Gas Processing 01-35-060-05W6,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.2774,223.6866,41768.5053
G12382,2023,Kakwa Gas Processing 01-35-060-05W6,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,32026.7354,34666.5695,41768.5053
G12382,2023,Kakwa Gas Processing 01-35-060-05W6,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.6097,446.4929,41768.5053
G12383,2023,Westbrick 04-06-047-12W5 Multi-Well Battery,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,211.584,240.5349,24158.51775
G12383,2023,Westbrick 04-06-047-12W5 Multi-Well Battery,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0,13.9888,24158.51775
G12383,2023,Westbrick 04-06-047-12W5 Multi-Well Battery,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,21825.3487,23652.63245,24158.51775
G12383,2023,Westbrick 04-06-047-12W5 Multi-Well Battery,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0,251.3616,24158.51775
G12385,2023,Station F Comp Station 16-09,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.01835,29.64011,14658.34562
G12385,2023,Station F Comp Station 16-09,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,10963.349,14435.89159,14658.34562
G12385,2023,Station F Comp Station 16-09,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.08796,192.81392,14658.34562
G12386,2023,AG20 ABGS0103389 GAYFORD 12-35 GGS,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0,487.2,13843.4
G12386,2023,AG20 ABGS0103389 GAYFORD 12-35 GGS,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,11393.8,12594.6,13843.4
G12386,2023,AG20 ABGS0103389 GAYFORD 12-35 GGS,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0,761.6,13843.4
G12387,2023,Mantario Oil Battery 13-32-027-27W3,Saskatchewan,Oil and gas extraction (except oil sands),Flaring / Torchage,4029.4522,4747.81425,15577.91163
G12387,2023,Mantario Oil Battery 13-32-027-27W3,Saskatchewan,Oil and gas extraction (except oil sands),Leakage / Fuites,2.27149,326.09513,15577.91163
G12387,2023,Mantario Oil Battery 13-32-027-27W3,Saskatchewan,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,6021.7584,8038.18994,15577.91163
G12387,2023,Mantario Oil Battery 13-32-027-27W3,Saskatchewan,Oil and gas extraction (except oil sands),Venting / Évacuation,17.07875,2465.81231,15577.91163
G12389,2023,Nig Creek Sour Gas Plant b-048-G,British Columbia,Oil and gas extraction (except oil sands),Flaring / Torchage,6625.36664,7525.74397,38924.71815
G12389,2023,Nig Creek Sour Gas Plant b-048-G,British Columbia,Oil and gas extraction (except oil sands),Leakage / Fuites,0.00412,22.64464,38924.71815
G12389,2023,Nig Creek Sour Gas Plant b-048-G,British Columbia,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,28510.74877,31376.32954,38924.71815
G12390,2023,Gerald Parisien Energy Facility,Ontario,Fossil-Fuel Electric Power Generation,Stationary Fuel Combustion / Combustion stationnaire de combustibles,8150.54,8224.428,8224.428
G12391,2023,Medicine Lodge Gas Plant (14-03-052-23W5) - TOU,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,220.932,251.1632,20147.0835
